발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X(UTMK),발생위치Y(UTMK),경도,위도
2021,2021-06-25 14:00,주,금,1,0,0,0,0,충남,서천군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,933438,1786871,126.7607612,36.07649711
2021,2021-06-25 15:00,주,금,1,0,0,0,0,충북,영동군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,기타,기타,화물차,없음,1045173,1801359,128.0025347,36.20834168
2021,2021-06-25 15:00,주,금,1,0,0,0,0,전북,부안군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,이륜차,승용차,925211,1741694,126.6736404,35.66861948
2021,2021-06-25 17:00,주,금,1,1,0,1,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,963188,1889854.9,127.0862367,37.00646824
2021,2021-06-25 21:00,야,금,1,0,0,0,0,전북,군산시,차량단독,도로이탈,도로이탈 추락,기타,단일로,기타단일로,승용차,없음,945179,1775603,126.8919308,35.97564495
2021,2021-06-25 23:00,야,금,1,0,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,970197,1955458,127.1623827,37.59805079
2021,2021-06-26 00:00,야,토,1,0,0,0,0,전북,완주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,968058,1773166,127.1457947,35.95469106
2021,2021-06-26 04:00,야,토,1,0,0,0,0,경기,구리시,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,968415,1957102,127.142125,37.61280923
2021,2021-06-26 12:00,주,토,1,1,1,0,0,서울,성북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,957315,1954913,127.0164873,37.59263095
2021,2021-06-26 14:00,주,토,1,0,0,0,0,충북,충주시,차량단독,기타,기타,기타,단일로,기타단일로,승용차,없음,1044564,1873060,127.9999026,36.85474008
2021,2021-06-26 18:00,야,토,1,0,0,0,0,충남,계룡시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,976522,1809466,127.2385684,36.28220023
2021,2021-06-27 00:00,야,일,1,0,0,0,0,전북,남원시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,990377.5,1713485.1,127.3940093,35.4170594
2021,2021-06-27 00:00,야,일,1,0,0,0,0,광주,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945914,1685173,126.9061301,35.16035987
2021,2021-06-27 01:00,야,일,1,0,0,0,0,대구,달서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1092380,1762663,128.523119,35.85616154
2021,2021-06-27 05:00,야,일,1,0,0,0,0,부산,해운대구,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,이륜차,1151825,1687109,129.1671363,35.1677989
2021,2021-06-27 09:00,주,일,1,0,0,0,0,충북,단양군,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,이륜차,승용차,1079117,1905479,128.3908752,37.14468187
2021,2021-06-27 10:00,주,일,1,0,0,0,0,경기,파주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,935057,1983369,126.761836,37.84779097
2021,2021-06-27 11:00,주,일,1,0,0,0,0,서울,용산구,차대차,기타,기타,신호위반,단일로,기타단일로,특수차,자전거,956834,1947869,127.0114538,37.52911921
2021,2021-06-27 16:00,주,일,1,2,2,0,0,부산,동래구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,화물차,1141651,1691818,129.0562665,35.21173083
2021,2021-06-27 16:00,주,일,1,0,0,0,0,전남,광양시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1022878,1666235,127.7506849,34.99078646
2021,2021-06-27 20:00,야,일,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,961598,1800840,127.0728138,36.20395527
2021,2021-06-28 03:00,야,월,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,969164,1936796,127.1514639,37.42980721
2021,2021-06-28 09:00,주,월,1,0,0,0,0,경기,오산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,963227,1904814,127.0859426,37.14131231
2021,2021-06-28 12:00,주,월,1,0,0,0,0,충북,청주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,1004742,1841044,127.5529963,36.56715945
2021,2021-06-28 13:00,주,월,1,0,0,0,0,경북,상주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1066282,1823354,128.2392197,36.40540434
2021,2021-06-28 13:00,주,월,1,0,0,0,0,경북,울진군,차량단독,기타,기타,기타,단일로,기타단일로,농기계,없음,1168710,1891811,129.3962718,37.00967028
2021,2021-06-28 14:00,주,월,1,0,0,0,0,충북,청주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,999779,1859194,127.4975249,36.73079278
2021,2021-06-28 16:00,주,월,1,0,0,0,0,강원,춘천시,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승합차,1020422,1989942,127.7323173,37.90911827
2021,2021-06-28 19:00,야,월,1,0,0,0,0,강원,양양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,없음,1111379,1994508,128.7675977,37.94367228
2021,2021-06-28 22:00,야,월,1,0,0,0,0,전남,영광군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,910928,1694907,126.5209676,35.24562804
2021,2021-06-29 12:00,주,화,2,1,0,1,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,966032,1844784,127.120214,36.60028244
2021,2021-06-29 12:00,주,화,1,0,0,0,0,대전,서구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,990691,1816922,127.3962532,36.34966028
2021,2021-06-29 19:00,야,화,1,0,0,0,0,경남,통영시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,1085117,1651240,128.4310874,34.85226285
2021,2021-06-29 21:00,야,화,1,0,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,961254.7,1961614.2,127.0607576,37.65320467
2021,2021-06-30 01:00,야,수,1,0,0,0,0,부산,남구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1146912,1681989,129.1122971,35.12237941
2021,2021-06-30 08:00,주,수,1,0,0,0,0,충북,진천군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,994769,1873180,127.4413187,36.85685852
2021,2021-06-30 11:00,주,수,1,0,0,0,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,963215,1908779,127.0856124,37.17705216
2021,2021-06-30 16:00,주,수,1,0,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,이륜차,924011,1884980,126.6464151,36.96017681
2021,2021-06-30 17:00,주,수,1,0,0,0,0,인천,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,923297,1954670,126.6312068,37.58823354
2021,2021-06-30 18:00,야,수,1,1,1,0,0,전남,광양시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1016600,1666815,127.6819059,34.99613911
2021,2021-07-01 03:00,야,목,1,0,0,0,0,경남,진주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,특수차,1057426,1685754,128.1305819,35.16541323
2021,2021-07-01 07:00,주,목,1,0,0,0,0,경기,화성시,차대차,기타,기타,신호위반,교차로,교차로내,개인형이동수단(PM),승용차,960954,1912061,127.059971,37.20654387
2021,2021-07-01 09:00,주,목,1,0,0,0,0,경기,시흥시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,931127,1928228,126.7223599,37.35053447
2021,2021-07-01 10:00,주,목,1,0,0,0,0,서울,양천구,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,자전거,승용차,942781,1947435,126.852446,37.52444253
2021,2021-07-01 10:00,주,목,1,0,0,0,0,부산,영도구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1142594,1678988,129.0644076,35.0959497
2021,2021-07-01 10:00,주,목,1,0,0,0,0,부산,금정구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,건설기계,이륜차,1144775.2,1697231.8,129.0915324,35.26008266
2021,2021-07-01 21:00,야,목,1,0,0,0,0,경북,의성군,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,1106721,1806534,128.6878468,36.25015446
2021,2021-07-01 22:00,야,목,1,0,0,0,0,경기,구리시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,968094,1955736,127.1385476,37.60048595
2021,2021-07-01 23:00,야,목,1,0,0,0,0,충남,서천군,차대사람,기타,기타,기타,교차로,교차로내,승용차,보행자,927740,1779283,126.6981784,36.00768433
2021,2021-07-02 02:00,야,금,1,1,1,0,0,강원,원주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,1040990,1927048,127.9627624,37.34154906
2021,2021-07-02 07:00,주,금,1,0,0,0,0,경기,여주시,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,농기계,없음,1008124,1929043,127.5917402,37.36040126
2021,2021-07-02 10:00,주,금,1,0,0,0,0,충남,서산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,902539,1847033,126.4101109,36.61617772
2021,2021-07-02 11:00,주,금,1,0,0,0,0,충남,금산군,차대차,정면충돌,정면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,화물차,997590,1797776,127.4732001,36.17709066
2021,2021-07-02 11:00,주,금,1,1,1,0,0,경남,창원시(통합),차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1097996,1707579,128.5786208,35.3590379
2021,2021-07-02 15:00,주,금,1,0,0,0,0,충남,예산군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,이륜차,승용차,940087.9,1854352,126.8294076,36.68525449
2021,2021-07-02 21:00,야,금,1,2,2,0,0,대전,유성구,차대사람,횡단중,횡단중,기타,교차로,교차로내,승용차,보행자,989699,1825283,127.3850868,36.42502744
2021,2021-07-03 01:00,야,토,1,0,0,0,0,대구,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,1095964,1772614,128.5640063,35.94552067
2021,2021-07-03 03:00,야,토,1,0,0,0,0,울산,남구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1167552,1722093,129.3469118,35.48058526
2021,2021-07-03 04:00,야,토,1,0,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,중앙선 침범,기타,기타,화물차,승용차,953049,1868458,126.9736062,36.81314065
2021,2021-07-03 09:00,주,토,1,5,2,3,0,경남,김해시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,1118070,1692416,128.7973417,35.22017453
2021,2021-07-03 10:00,주,토,1,0,0,0,0,부산,강서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,자전거,승합차,1132766,1688090,128.9580787,35.17934112
2021,2021-07-03 16:00,주,토,1,1,1,0,0,경남,거제시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1110295,1652563,128.7066335,34.86177049
2021,2021-07-03 17:00,주,토,1,3,0,3,0,부산,강서구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,1131277,1682047,128.9407699,35.12506311
2021,2021-07-03 18:00,야,토,2,1,0,1,0,경기,양평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1008797,1944592,127.5995255,37.50055007
2021,2021-07-03 20:00,야,토,1,0,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1123543.3,1974213.8,128.9025335,37.7592404
2021,2021-07-03 21:00,야,토,1,0,0,0,0,충남,금산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,999192,1785652,127.4910272,36.06778625
2021,2021-07-03 21:00,야,토,1,0,0,0,0,광주,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943465,1690478,126.8788774,35.20805834
2021,2021-07-03 23:00,야,토,1,1,1,0,0,광주,북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,947096,1688107,126.9189198,35.18687785
2021,2021-07-04 00:00,야,일,1,0,0,0,0,전남,무안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,902539,1656704,126.4332658,34.900418
2021,2021-07-04 00:00,야,일,1,1,1,0,0,대전,중구,차대사람,횡단중,횡단중,기타,교차로,교차로내,승용차,보행자,992024,1815867,127.41112,36.340161
2021,2021-07-04 02:00,야,일,1,0,0,0,0,서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964611,1956606,127.0990486,37.60820007
2021,2021-07-04 13:00,주,일,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,964664,1811225,127.1064502,36.29769658
2021,2021-07-04 17:00,주,일,1,0,0,0,0,경기,오산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,961609,1906486,127.0676388,37.15631859
2021,2021-07-04 22:00,야,일,1,0,0,0,0,경남,창원시(통합),차량단독,전도,전도,안전운전 의무 불이행,기타,기타,개인형이동수단(PM),없음,1107783,1684860,128.6833436,35.15321391
2021,2021-07-05 05:00,야,월,1,0,0,0,0,광주,광산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,931617,1682177,126.7494064,35.13247543
2021,2021-07-05 14:00,주,월,1,0,0,0,0,대구,달성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1090629,1756280,128.5030049,35.79878352
2021,2021-07-06 07:00,주,화,1,0,0,0,0,인천,서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,923150,1955616,126.6294427,37.59674709
2021,2021-07-06 13:00,주,화,1,1,1,0,0,경기,용인시,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,964951,1917894,127.1047398,37.25928047
2021,2021-07-06 13:00,주,화,2,0,0,0,0,전남,신안군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,868106,1653369,126.0570063,34.86646258
2021,2021-07-06 20:00,야,화,1,0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1012361,2003635,127.6408527,38.03267743
2021,2021-07-06 20:00,야,화,1,0,0,0,0,충남,논산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,이륜차,보행자,964020,1798755,127.0998514,36.18525123
2021,2021-07-06 22:00,야,화,1,0,0,0,0,경기,오산시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,960363,1910333,127.0534027,37.19094301
2021,2021-07-06 23:00,야,화,1,0,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,958275,1947049,127.0278088,37.52179462
2021,2021-07-07 03:00,야,수,1,0,0,0,0,서울,서대문구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,951862,1953276,126.9548287,37.57760727
2021,2021-07-07 04:00,야,수,1,0,0,0,0,부산,북구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,1137376,1694466,129.0097555,35.23619437
2021,2021-07-07 08:00,주,수,1,1,1,0,0,경북,구미시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1086324,1793361,128.4594026,36.13344683
2021,2021-07-07 09:00,주,수,1,3,2,1,0,경북,칠곡군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,승용차,1083552,1778884,128.4270656,36.00318445
2021,2021-07-07 10:00,주,수,1,0,0,0,0,전남,고흥군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,989652,1632582,127.3870271,34.68752091
2021,2021-07-07 11:00,주,수,1,0,0,0,0,서울,동작구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,953616,1943306,126.9753222,37.48783536
2021,2021-07-07 18:00,야,수,1,0,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,898545.3,1492941.5,126.4087296,33.42337826
2021,2021-07-07 20:00,야,수,1,0,0,0,0,광주,동구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,948978,1683751,126.9398596,35.14769825
2021,2021-07-07 21:00,야,수,1,0,0,0,0,경기,의정부시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로횡단보도내,자전거,승용차,960105,1968936,127.0473233,37.71914753
2021,2021-07-08 00:00,야,목,1,2,2,0,0,강원,영월군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,터널안,승용차,승용차,1087432,1910450,128.4850733,37.18874405
2021,2021-07-08 01:00,야,목,1,0,0,0,0,경북,문경시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1045749,1843760,128.0114408,36.59055888
2021,2021-07-08 01:00,야,목,1,0,0,0,0,인천,연수구,차량단독,전도,전도,안전운전 의무 불이행,단일로,지하차도(도로)내,원동기장치자전거,없음,924531,1934744,126.6472274,37.40874922
2021,2021-07-08 05:00,야,목,1,0,0,0,0,전북,전주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,968381.8,1758165.3,127.1499809,35.81945611
2021,2021-07-08 11:00,주,목,1,0,0,0,0,대구,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,보행자,1098825,1764948,128.5947701,35.87613071
2021,2021-07-08 19:00,야,목,1,0,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1112386,1705472,128.736688,35.33852648
2021,2021-07-08 20:00,야,목,1,0,0,0,0,전북,김제시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945963.6,1756590.4,126.9019235,35.80427843
2021,2021-07-08 21:00,야,목,1,4,2,2,0,충북,청주시,차대차,추돌,추돌,기타,단일로,기타단일로,화물차,승합차,1002365.8,1856544,127.5264879,36.70690049
2021,2021-07-09 00:00,야,금,1,0,0,0,0,서울,동작구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,951766.5,1944180.3,126.9543449,37.4956209
2021,2021-07-09 06:00,주,금,1,0,0,0,0,인천,부평구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,931227,1944982,126.7219277,37.50154482
2021,2021-07-09 09:00,주,금,1,0,0,0,0,광주,동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,947130,1685608,126.9194535,35.16434686
2021,2021-07-09 15:00,주,금,1,1,1,0,0,경남,양산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1147900,1706891,129.1276146,35.34668772
2021,2021-07-09 17:00,주,금,1,0,0,0,0,인천,중구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,특수차,자전거,923592,1940896,126.6359809,37.46411857
2021,2021-07-09 18:00,야,금,1,0,0,0,0,경기,수원시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,954295,1916867,126.9846352,37.24956128
2021,2021-07-09 18:00,야,금,1,0,0,0,0,전북,정읍시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,949176.6,1732390,126.9390137,35.58626005
2021,2021-07-09 22:00,야,금,1,0,0,0,0,대전,중구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,991481,1814581,127.4050832,36.3285625
2021,2021-07-10 01:00,야,토,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,943383,1920623,126.8613131,37.28281641
2021,2021-07-10 03:00,야,토,1,1,0,1,0,서울,중랑구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,이륜차,없음,964208,1953512,127.0946341,37.58029733
2021,2021-07-10 03:00,야,토,1,1,1,0,0,경남,김해시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,1118537,1689984,128.8021217,35.19819546
2021,2021-07-10 07:00,주,토,1,1,0,1,0,서울,광진구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,961704,1948102,127.066558,37.53143446
2021,2021-07-10 08:00,주,토,1,0,0,0,0,강원,철원군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,건설기계,986070,2023750,127.3408758,38.21394462
2021,2021-07-10 09:00,주,토,1,1,0,1,0,충남,보령시,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,승용차,없음,924278,1815555,126.6562685,36.33440296
2021,2021-07-10 09:00,주,토,1,0,0,0,0,경기,포천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,974034,1989048,127.2046479,37.90091933
2021,2021-07-10 13:00,주,토,1,0,0,0,0,충남,부여군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,952116,1796572,126.9675997,36.16505514
2021,2021-07-10 18:00,야,토,1,0,0,0,0,전남,보성군,차량단독,전도,전도,안전운전 의무 불이행,단일로,교량위,이륜차,없음,971448,1639900,127.1880415,34.75316637
2021,2021-07-10 20:00,야,토,1,0,0,0,0,전남,나주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,921741,1661939,126.6429223,34.94928238
2021,2021-07-10 22:00,야,토,1,0,0,0,0,경기,구리시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,967589,1959109,127.1326772,37.63087016
2021,2021-07-11 01:00,야,일,1,0,0,0,0,인천,서구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,923608,1947504,126.6354756,37.52367548
2021,2021-07-11 15:00,주,일,1,0,0,0,0,충남,아산시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,화물차,956264.2,1864680.7,127.0098693,36.77924462
2021,2021-07-11 18:00,야,일,1,0,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1161409,1715077,129.2778361,35.41837136
2021,2021-07-11 19:00,야,일,1,0,0,0,0,경남,거제시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1108332,1653209,128.6852459,34.86780581
2021,2021-07-11 20:00,야,일,1,3,1,2,0,경기,가평군,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승합차,995169,1967942,127.4451899,37.71104459
2021,2021-07-12 16:00,주,월,1,0,0,0,0,전북,정읍시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,946203.8,1726288,126.9066073,35.53108649
2021,2021-07-13 04:00,야,화,1,0,0,0,0,서울,금천구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,화물차,945482,1942560,126.8833734,37.48066712
2021,2021-07-13 06:00,주,화,1,0,0,0,0,서울,은평구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,자전거,승용차,949306,1956171,126.9256824,37.60356289
2021,2021-07-13 07:00,주,화,1,2,0,2,0,경북,경주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,1158250,1778301,129.2555065,35.98866427
2021,2021-07-13 08:00,주,화,1,0,0,0,0,충남,서산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,899601,1860214,126.3755337,36.73467549
2021,2021-07-13 08:00,주,화,1,1,0,1,0,경북,영주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1101428,1872976,128.6376888,36.84958954
2021,2021-07-13 09:00,주,화,1,2,0,2,0,경기,포천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,974530,1980549,127.2105894,37.8243319
2021,2021-07-13 10:00,주,화,1,0,0,0,0,부산,부산진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,승용차,없음,1139490.3,1686859.7,129.0316961,35.16733986
2021,2021-07-13 11:00,주,화,1,0,0,0,0,부산,부산진구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,1138626.4,1685506.8,129.0219857,35.15526436
2021,2021-07-13 12:00,주,화,1,0,0,0,0,부산,남구,차대차,기타,기타,신호위반,교차로,교차로내,승용차,이륜차,1145525,1684533,129.0975286,35.14551183
2021,2021-07-13 14:00,주,화,1,1,0,1,0,강원,고성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,이륜차,승용차,1082816.6,2024359.4,128.4460381,38.21573257
2021,2021-07-13 17:00,주,화,1,0,0,0,0,부산,영도구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,1141897.4,1678771.9,129.0567307,35.09410014
2021,2021-07-13 21:00,야,화,1,0,0,0,0,전남,담양군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,950415,1694076,126.9550135,35.24086803
2021,2021-07-14 01:00,야,수,1,1,1,0,0,경북,고령군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,1075199,1744086,128.3311129,35.69015332
2021,2021-07-14 02:00,야,수,1,1,0,1,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,건설기계,944025,1886219,126.8711261,36.97274833
2021,2021-07-14 03:00,야,수,1,0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,이륜차,보행자,964805,1925789,127.1027193,37.33043862
2021,2021-07-14 04:00,야,수,1,0,0,0,0,전남,고흥군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,989729,1622291,127.3879926,34.59471789
2021,2021-07-14 10:00,주,수,1,0,0,0,0,경남,진주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1053516,1688853,128.0878503,35.19357185
2021,2021-07-14 11:00,주,수,1,0,0,0,0,서울,동작구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,950325,1945878,126.9379236,37.51084621
